Date,Close
2000-01-01,0.9228515446186064
2000-02-01,0.9967703521251678
2000-03-01,1.1473456569339917
2000-04-01,1.0991541053119458
2000-05-01,0.900092599066821
2000-06-01,0.8768516778945923
2000-07-01,0.9599887520074843
2000-08-01,0.9162824775861658
2000-09-01,0.9956334114074707
2000-10-01,0.3673904104666276
2000-11-01,0.3490380942821502
2000-12-01,0.2672990500926971
2001-01-01,0.32918800058819
2001-02-01,0.350564054752651
2001-03-01,0.3705722296779806
2001-04-01,0.4056786999106407
2001-05-01,0.4202029068361629
2001-06-01,0.3844814286345527
2001-07-01,0.3832568100520542
2001-08-01,0.3329736551512842
2001-09-01,0.2964643359184265
2001-10-01,0.3093245677326036
2001-11-01,0.3508758090791248
2001-12-01,0.3874107509851455
2002-01-01,0.4036905226253328
2002-02-01,0.4253196841792056
2002-03-01,0.4329018488526344
2002-04-01,0.4385633184151216
2002-05-01,0.4306331398812207
2002-06-01,0.3492411017417907
2002-07-01,0.291907636956735
2002-08-01,0.2708766365593129
2002-09-01,0.2593750983476638
2002-10-01,0.2616148241188215
2002-11-01,0.285053551197052
2002-12-01,0.2627040474187759
2003-01-01,0.2584863759222484
2003-02-01,0.2618515742452521
2003-03-01,0.2607482345331282
2003-04-01,0.2472959025984718
2003-05-01,0.3173215247335887
2003-06-01,0.3245662394024077
2003-07-01,0.3616396364840594
2003-08-01,0.3683333297570546
2003-09-01,0.3955781445616767
2003-10-01,0.4108773029368857
2003-11-01,0.3857518952143819
2003-12-01,0.3691721802408045
2004-01-01,0.4071695998311043
2004-02-01,0.4072273718683343
2004-03-01,0.4678261305974877
2004-04-01,0.4915390000456855
2004-05-01,0.4835356965661049
2004-06-01,0.5594983810470218
2004-07-01,0.5587330006417774
2004-08-01,0.5669400502334941
2004-09-01,0.655102048601423
2004-10-01,0.7922278614271254
2004-11-01,1.026156479404086
2004-12-01,1.1517614072019404
2005-01-01,1.2362232446670531
2005-02-01,1.495216219048751
2005-03-01,1.499918813055212
2005-04-01,1.3832482383364724
2005-05-01,1.3329250926063174
2005-06-01,1.3425324938514016
2005-07-01,1.4611070930957797
2005-08-01,1.609472041544707
2005-09-01,1.821955709230332
2005-10-01,1.9263606241771156
2005-11-01,2.269864002863566
2005-12-01,2.607397965022496
2006-01-01,2.778928530216217
2006-02-01,2.4828194568031714
2006-03-01,2.286971962970236
2006-04-01,2.3929887947283293
2006-05-01,2.3850812045010654
2006-06-01,2.09676934372295
2006-07-01,2.066803550720215
2006-08-01,2.386211177577143
2006-09-01,2.6377500891685486
2006-10-01,2.754496693611145
2006-11-01,3.0480271180470786
2006-12-01,3.0882678627967834
2007-01-01,3.174339306354523
2007-02-01,3.0617105960845947
2007-03-01,3.235827955332669
2007-04-01,3.346607196331024
2007-05-01,3.8859090371565386
2007-06-01,4.346258345104399
2007-07-01,4.860748336428688
2007-08-01,4.637267050535782
2007-09-01,5.074285582492226
2007-10-01,6.136086961497432
2007-11-01,6.237789222172329
2007-12-01,6.803749966621399
2008-01-01,5.727789084116618
2008-02-01,4.469750094413757
2008-03-01,4.672249913215637
2008-04-01,5.649545474485918
2008-05-01,6.598554429553804
2008-06-01,6.374489829653785
2008-07-01,5.991022716869008
2008-08-01,6.109625975290935
2008-09-01,5.0444047791617255
2008-10-01,3.5358540597169297
2008-11-01,3.355018829044542
2008-12-01,3.269415638663552
2009-01-01,3.170535683631897
2009-02-01,3.359793135994359
2009-03-01,3.482321327382868
2009-04-01,4.286462568101429
2009-05-01,4.576749992370606
2009-06-01,4.983149376782504
2009-07-01,5.332792043685913
2009-08-01,5.9385885284060524
2009-09-01,6.349523725963774
2009-10-01,6.886834339662031
2009-11-01,7.1542857646942135
2009-12-01,7.1055193380876025
2010-01-01,7.418402220073499
2010-02-01,7.099849650734349
2010-03-01,7.9789596225904384
2010-04-01,8.969591867356073
2010-05-01,8.980767869949341
2010-06-01,9.326623526486484
2010-07-01,9.105357079278855
2010-08-01,8.975827997381037
2010-09-01,9.780391148158484
2010-10-01,10.747653143746511
2010-11-01,11.12814626239595
2010-12-01,11.481639688665217
2011-01-01,12.08499994277954
2011-02-01,12.54223693044562
2011-03-01,12.410388158715287
2011-04-01,12.15769658088684
2011-05-01,12.206598554338727
2011-06-01,11.824334317987615
2011-07-01,13.294214391708374
2011-08-01,13.455807478531549
2011-09-01,14.017619178408667
2011-10-01,14.186785652523948
2011-11-01,13.743401345752536
2011-12-01,14.033231144859675
2012-01-01,15.3063570022583
2012-02-01,17.770392894744873
2012-03-01,20.625276218761098
2012-04-01,21.64296417236328
2012-05-01,20.166899247602984
2012-06-01,20.520085016886394
2012-07-01,21.46671794709705
2012-08-01,22.953431668488875
2012-09-01,24.341729615864
2012-10-01,22.668367204212007
2012-11-01,20.155204046340216
2012-12-01,19.0019642829895
2013-01-01,17.77937076205299
2013-02-01,16.31460526115016
2013-03-01,15.780035829544069
2013-04-01,14.991607189178469
2013-05-01,15.94474020871249
2013-06-01,15.197785663604735
2013-07-01,15.327045397324996
2013-08-01,17.315844189036977
2013-09-01,17.149446487426758
2013-10-01,18.026599386464
2013-11-01,18.73630361557007
2013-12-01,19.987771897088912
2014-01-01,19.19448997860863
2014-02-01,18.80642850775468
2014-03-01,19.043367385864254
2014-04-01,19.32408178420294
2014-05-01,21.54270417349679
2014-06-01,22.97136052449544
2014-07-01,23.90647714788264
2014-08-01,24.609166644868395
2014-09-01,25.137142998831614
2014-10-01,25.42489143039869
2014-11-01,28.32131566499409
2014-12-01,28.10284103046764
2015-01-01,27.66037521362305
2015-02-01,31.35802620335629
2015-03-01,31.492727106267758
2015-04-01,31.82285690307617
2015-05-01,32.19037494659424
2015-06-01,31.95170437205921
2015-07-01,31.33386369185014
2015-08-01,28.348690577915736
2015-09-01,28.19940467107864
2015-10-01,28.33999997919256
2015-11-01,29.54062490463257
2015-12-01,27.9317045211792
2016-01-01,24.607236561022308
2016-02-01,23.936625003814697
2016-03-01,26.066818237304688
2016-04-01,26.68476195562453
2016-05-01,23.74369039989653
2016-06-01,24.155568209561437
2016-07-01,24.63912496566773
2016-08-01,26.91630454685377
2016-09-01,27.71428562345959
2016-10-01,28.926785786946613
2016-11-01,27.538571312313987
2016-12-01,28.58392860775902
2017-01-01,29.89249992370605
2017-02-01,33.428552326403164
2017-03-01,35.154456594715946
2017-04-01,35.72171040585167
2017-05-01,38.05693158236417
2017-06-01,36.95784048600631
2017-07-01,37.07487487792969
2017-08-01,39.75532647837763
2017-09-01,39.40212497711182
2017-10-01,39.45431813326749
2017-11-01,43.10154778616769
2017-12-01,42.97287502288818
2018-01-01,43.501309349423366
2018-02-01,41.90973683407432
2018-03-01,43.62404796055385
2018-04-01,42.45857166108631
2018-05-01,46.38420451771129
2018-06-01,47.15535717918759
2018-07-01,47.5778572445824
2018-08-01,53.336522143820055
2018-09-01,55.518421373869245
2018-10-01,55.21141301030698
2018-11-01,47.80892853509812
2018-12-01,41.06657931679174
2019-01-01,38.54154750279018
2019-02-01,42.93197330675627
2019-03-01,45.823452540806365
2019-04-01,50.12904775710333
2019-05-01,47.81840913945978
2019-06-01,48.24225006103516
2019-07-01,51.30409102006392
2019-08-01,51.23943190141158
2019-09-01,54.49874973297119
2019-10-01,58.82163022912067
2019-11-01,65.63012580871582
2019-12-01,69.13142758324032
2020-01-01,77.97904786609467
2020-02-01,77.81763056704872
2020-03-01,65.61102294921875
2020-04-01,68.09654708135696
2020-05-01,77.49637565612792
2020-06-01,86.45159010453658
2020-07-01,95.56624984741212
2020-08-01,117.29976181756882
2020-09-01,115.12523651123048
2020-10-01,116.41318234530362
2020-11-01,116.8259994506836
2020-12-01,127.29045486450195
2021-01-01,133.0368423461914
2021-02-01,131.531578867059
2021-03-01,121.87130372420602
2021-04-01,131.81285785493395
2021-05-01,126.78400001525878
2021-06-01,129.95863585038617
2021-07-01,145.13952418736048
2021-08-01,148.17772743918678
2021-09-01,148.30619012741815
2021-10-01,145.56380862281435
2021-11-01,154.25571623302642
2021-12-01,173.55272743918678
2022-01-01,169.86149978637695
2022-02-01,169.83000102796052
2022-03-01,165.31043541949728
2022-04-01,166.8209991455078
2022-05-01,148.43047659737724
2022-06-01,139.79857308523995
2022-07-01,149.670499420166
2022-08-01,166.88521808126697
2022-09-01,153.0028555733817
2022-10-01,145.01333327520462
2022-11-01,145.84333147321428
2022-12-01,137.87666647774833
