Open,High,Low,Close,Adj Close,Volume
109.66000366210938,111.48999786376952,108.7300033569336,110.44000244140624,107.92693328857422,107624400
67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.45800018310547,131022800
132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,131.68650817871094,78657500
95.33499908447266,95.9800033569336,94.70500183105467,95.91999816894533,93.56863403320312,90257200
70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.2958755493164,226176800
70.0,72.0625,69.51249694824219,71.76249694824219,69.8143310546875,194994800
148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,146.64439392089844,59375000
118.31999969482422,119.1999969482422,116.12999725341795,118.69000244140624,116.18931579589844,114457900
150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,147.71641540527344,92229700
136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,134.80723571777344,52485800
96.5625,97.40499877929688,95.90499877929688,96.52249908447266,94.15635681152344,110577600
128.9600067138672,129.10000610351562,126.12000274658205,126.66000366210938,123.99138641357422,192541500
80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.57933044433594,113730400
153.5,155.4499969482422,145.80999755859375,146.5,144.693603515625,142689800
121.6500015258789,122.58000183105467,120.7300033569336,121.38999938964844,119.01000213623048,80819200
151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,148.1782684326172,55020900
96.9875030517578,97.14749908447266,95.83999633789062,96.32749938964844,93.96613311767578,92186800
175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,176.75210571289062,115402700
127.0199966430664,128.19000244140625,125.94000244140624,126.11000061035156,123.8474578857422,71186400
77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.29764556884766,140644800
126.25,127.88999938964844,125.8499984741211,127.4499969482422,125.16341400146484,81918000
71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.78065490722656,215250000
146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,140.91864013671875,128138200
136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.21694946289062,71051600
94.1875,96.29750061035156,93.76750183105467,96.19000244140624,93.83200073242188,158130000
128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,128.24972534179688,97664900
131.19000244140625,131.49000549316406,126.6999969482422,127.8499984741211,125.34334564208984,137564700
97.26499938964844,99.95500183105467,95.25749969482422,95.47750091552734,93.13695526123048,191649200
135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,131.75511169433594,66015800
143.75,144.07000732421875,141.6699981689453,142.4499969482422,139.894287109375,121434600
142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,145.65615844726562,86548600
75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.36642456054688,319475600
148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,145.64686584472656,41000000
82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.32140350341797,95654400
125.6999969482422,127.22000122070312,124.72000122070312,125.56999969482422,123.10802459716795,115227900
59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.04446792602539,287531200
117.4499969482422,118.04000091552734,114.58999633789062,115.75,113.11608123779295,101988000
159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,163.7323760986328,108256500
127.20999908447266,127.75,126.5199966430664,127.12999725341795,124.84913635253906,56877900
152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,150.0969696044922,84442700
123.75,127.93000030517578,122.79000091552734,127.79000091552734,125.28450775146484,116307900
80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.9080581665039,105425600
146.36000061035156,146.9499969482422,145.25,145.52000427246094,142.9092254638672,62880000
121.01000213623048,123.47000122070312,120.01000213623048,122.72000122070312,120.1343994140625,127728200
145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.4327392578125,65447400
138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,138.787353515625,92482700
144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,140.54644775390625,58773200
86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.04763793945312,166651600
72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.45601654052734,183064000
61.87749862670898,64.40249633789062,59.59999847412109,63.21500015258789,61.49887466430664,324056000
155.0,155.47999572753906,148.6999969482422,148.97000122070312,146.51651000976562,140893200
149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,146.87637329101562,74286600
121.0,123.02999877929688,119.62000274658205,121.19000244140624,118.43231201171876,150712000
171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,170.0145721435547,82465400
144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,143.02703857421875,56699500
120.4000015258789,121.16999816894533,119.16000366210938,121.02999877929688,118.65704345703124,88105100
144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,142.37890625,118931200
96.69249725341795,97.9749984741211,96.60250091552734,97.27249908447266,94.88795471191406,89001600
165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,166.4937744140625,81532000
139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,139.9132843017578,89116800
81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.69696044921875,216229200
158.92999267578125,159.27999877929688,154.5,154.72999572753906,152.59791564941406,96970100
96.99749755859376,97.07749938964844,92.01000213623048,92.84500122070312,90.56901550292967,197004400
149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,144.13677978515625,104818600
171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,170.468017578125,80440800
71.5625,74.75,71.4625015258789,72.26750183105469,70.3056411743164,240616800
63.900001525878906,65.62249755859375,63.0,63.5724983215332,61.84666442871094,197002000
127.88999938964844,129.75,127.12999725341795,129.74000549316406,127.19629669189452,78128300
143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,142.45452880859375,67940300
81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.01263427734375,94747600
142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,140.8021697998047,182602000
122.43000030517578,122.76000213623048,120.5500030517578,122.41000366210938,119.83092498779295,86939800
